,genome name,species
431,ESC_BA2876AA_AS.fasta,Escherichia coli
432,ESC_GA3069AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
433,ESC_GA8906AA_AS.fasta,Escherichia coli
434,ESC_HA8650AA_AS.fasta,Escherichia coli
435,ESC_CA1552AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
436,ESC_GA4797AA_AS.fasta,Escherichia coli O55:H7 str. CB9615
437,ESC_HA8648AA_AS.fasta,Escherichia coli TOP2396-3
438,ESC_LA1505AA_AS.fasta,Escherichia coli
439,ESC_GA3472AA_AS.fasta,Escherichia coli O26:H11 str. 06-3464
440,ESC_AA8918AA_AS.fasta,Escherichia coli 3.4870
441,ESC_IA1218AA_AS.fasta,Escherichia coli C354_03B
442,ESC_HA8564AA_AS.fasta,Escherichia coli
443,ESC_HA5877AA_AS.fasta,Escherichia coli
444,ESC_BA5310AA_AS.fasta,Escherichia coli C354_03B
445,ESC_HA8006AA_AS.fasta,Escherichia coli
446,ESC_OA0189AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
447,ESC_HA4823AA_AS.fasta,Escherichia coli O157:H7
448,ESC_IA6424AA_AS.fasta,Escherichia coli O103:H25 str. CVM9340
449,ESC_IA2218AA_AS.fasta,Escherichia coli UMEA 3180-1
450,ESC_FA5570AA_AS.fasta,Escherichia coli
451,ESC_NA9439AA_AS.fasta,Escherichia coli O157:H7 str. F7384
452,ESC_CA3723AA_AS.fasta,Escherichia coli
453,ESC_HA0145AA_AS.fasta,Escherichia coli HVH 147 (4-5893887)
454,ESC_CA1600AA_AS.fasta,Escherichia coli
455,ESC_BA2140AA_AS.fasta,Escherichia coli EC1864
456,ESC_LA1461AA_AS.fasta,Escherichia coli
457,ESC_HA8620AA_AS.fasta,Escherichia coli 96.154
458,ESC_NA9477AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
459,ESC_GA3745AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
460,ESC_GA9212AA_AS.fasta,Escherichia coli
461,ESC_IA2268AA_AS.fasta,Escherichia coli UMEA 3144-1
462,ESC_NA8427AA_AS.fasta,Escherichia coli
463,ESC_HA8705AA_AS.fasta,Escherichia coli KTE79
464,ESC_LA1504AA_AS.fasta,Escherichia coli IAI1
465,ESC_AA8923AA_AS.fasta,Escherichia coli O145:H28 str. RM13514
466,ESC_GA6493AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
467,ESC_IA8276AA_AS.fasta,Escherichia coli O157:H7 str. EC869
468,ESC_HA4932AA_AS.fasta,Escherichia coli O157:H7
469,ESC_LA1370AA_AS.fasta,Escherichia coli
470,ESC_CA5681AA_AS.fasta,Escherichia coli
471,ESC_KA1843AA_AS.fasta,Escherichia coli NE1487
472,ESC_GA3659AA_AS.fasta,Escherichia coli
473,ESC_NA8426AA_AS.fasta,Escherichia coli
474,ESC_FA7674AA_AS.fasta,Escherichia coli
475,ESC_LA1394AA_AS.fasta,Escherichia coli
476,ESC_AA8336AA_AS.fasta,Escherichia coli
477,ESC_HA4853AA_AS.fasta,Escherichia coli O157:H7
478,ESC_CA1404AA_AS.fasta,Escherichia coli
479,ESC_GA9403AA_AS.fasta,Escherichia coli HVH 7 (4-7315031)
480,ESC_KA0745AA_AS.fasta,Escherichia coli B95
481,ESC_IA1245AA_AS.fasta,Escherichia coli
482,ESC_BA0039AA_AS.fasta,Escherichia coli TW10119
483,ESC_HA8195AA_AS.fasta,Escherichia coli MS 79-10
484,ESC_BA3048AA_AS.fasta,Escherichia coli
485,ESC_LA1538AA_AS.fasta,Escherichia coli O15:H18 str. K1516
486,ESC_FA8162AA_AS.fasta,Escherichia coli
487,ESC_IA1638AA_AS.fasta,Escherichia coli
488,ESC_LA1425AA_AS.fasta,Escherichia coli
489,ESC_HA8363AA_AS.fasta,Escherichia coli
490,ESC_HA4961AA_AS.fasta,Escherichia coli O157:H7
491,ESC_HA8582AA_AS.fasta,Escherichia coli
492,ESC_NA9487AA_AS.fasta,Escherichia coli O157:H7
493,ESC_CA5297AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
494,ESC_NA9506AA_AS.fasta,Escherichia coli O157:H7 str. F7384
495,ESC_CA6665AA_AS.fasta,Escherichia coli
496,ESC_IA1661AA_AS.fasta,Escherichia coli
497,ESC_GA9184AA_AS.fasta,Escherichia coli
498,ESC_PA0733AA_AS.fasta,Escherichia coli
499,ESC_IA2266AA_AS.fasta,Escherichia coli
500,ESC_HA1970AA_AS.fasta,Escherichia coli
501,ESC_CA4162AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
502,ESC_LA1410AA_AS.fasta,Escherichia coli
503,ESC_GA3497AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
504,ESC_HA7802AA_AS.fasta,Escherichia coli UMEA 3174-1
505,ESC_HA8401AA_AS.fasta,Escherichia coli
506,ESC_LA5811AA_AS.fasta,Escherichia coli
507,ESC_KA4422AA_AS.fasta,Escherichia coli PA5
508,ESC_HA8103AA_AS.fasta,Escherichia coli ATCC 8739
509,ESC_BA5703AA_AS.fasta,Escherichia coli
510,ESC_HA1764AA_AS.fasta,Escherichia coli
511,ESC_GA8799AA_AS.fasta,Escherichia coli
512,ESC_BA1383AA_AS.fasta,Escherichia coli
513,ESC_HA8551AA_AS.fasta,Escherichia coli
514,ESC_BA4497AA_AS.fasta,Escherichia coli
515,ESC_FA6798AA_AS.fasta,Escherichia coli TA143
516,ESC_HA8405AA_AS.fasta,Escherichia coli KD2
517,ESC_HA9071AA_AS.fasta,Escherichia coli HM26
518,ESC_HA8544AA_AS.fasta,Escherichia coli
519,ESC_BA5750AA_AS.fasta,Escherichia coli
520,ESC_IA7103AA_AS.fasta,Escherichia coli
521,ESC_IA8062AA_AS.fasta,"[247 seqs] NZ_ACXO01000247.1 Escherichia coli O157:H7 str. FRIK2000 MBRI2000contig00536, whole genome shotgun sequence [...]"
522,ESC_GA9223AA_AS.fasta,Escherichia coli IS1
523,ESC_IA1195AA_AS.fasta,Escherichia coli C354_03B
524,ESC_PA1951AA_AS.fasta,Escherichia coli
525,ESC_IA1441AA_AS.fasta,Escherichia coli
526,ESC_BA9884AA_AS.fasta,Escherichia coli O26:H11 str. 2009C-3612
527,ESC_HA7291AA_AS.fasta,Escherichia coli DEC7A
528,ESC_OA0176AA_AS.fasta,Escherichia coli
529,ESC_KA7805AA_AS.fasta,Escherichia coli O157:H7
530,ESC_BA0702AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
531,ESC_HA8817AA_AS.fasta,Escherichia coli UMEA 3124-1
532,ESC_HA8218AA_AS.fasta,Escherichia coli
533,ESC_BA1675AA_AS.fasta,Escherichia coli O157
534,ESC_NA8428AA_AS.fasta,Escherichia coli
535,ESC_HA4865AA_AS.fasta,Escherichia coli
536,ESC_IA0124AA_AS.fasta,Escherichia coli
537,ESC_HA7482AA_AS.fasta,Escherichia coli 3.4870
538,ESC_HA4934AA_AS.fasta,Escherichia coli O157:H7
539,ESC_GA9661AA_AS.fasta,Escherichia coli O157:H7 str. TW14313
540,ESC_BA5602AA_AS.fasta,Escherichia coli
541,ESC_HA7988AA_AS.fasta,Escherichia coli
542,ESC_IA1653AA_AS.fasta,Escherichia coli
543,ESC_HA8740AA_AS.fasta,Escherichia sp. KTE11
544,ESC_GA9248AA_AS.fasta,Escherichia coli
545,ESC_GA9197AA_AS.fasta,Escherichia coli
546,ESC_IA0729AA_AS.fasta,Escherichia coli
547,ESC_FA9838AA_AS.fasta,Escherichia coli
548,ESC_HA7944AA_AS.fasta,Escherichia coli KTE136
549,ESC_BA4207AA_AS.fasta,Escherichia coli EC1862
550,ESC_HA7907AA_AS.fasta,Escherichia coli 1-176-05_S3_C2
551,ESC_PA0709AA_AS.fasta,Escherichia coli O157:H7 str. TW14588
552,ESC_HA8357AA_AS.fasta,Escherichia coli
553,ESC_BA6922AA_AS.fasta,Escherichia coli
554,ESC_GA3740AA_AS.fasta,Escherichia coli B95
555,ESC_IA6957AA_AS.fasta,Escherichia coli
556,ESC_HA0893AA_AS.fasta,Escherichia coli 99.0741
557,ESC_FA9847AA_AS.fasta,Escherichia coli O145:H28 str. RM13514
558,ESC_HA3299AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
559,ESC_GA0333AA_AS.fasta,Escherichia coli
560,ESC_KA6032AA_AS.fasta,Escherichia coli O26:H11 str. 2011C-3270
561,ESC_HA1816AA_AS.fasta,Escherichia coli
562,ESC_OA5495AA_AS.fasta,Escherichia coli
563,ESC_LA5800AA_AS.fasta,Escherichia coli 5905
564,ESC_BA3013AA_AS.fasta,Escherichia coli
565,ESC_GA8811AA_AS.fasta,Escherichia coli UMEA 3065-1
566,ESC_BA6480AA_AS.fasta,Escherichia coli
567,ESC_IA1657AA_AS.fasta,Escherichia coli
568,ESC_IA1924AA_AS.fasta,Escherichia coli
569,ESC_GA8852AA_AS.fasta,Escherichia coli
570,ESC_HA8249AA_AS.fasta,Escherichia coli
571,ESC_BA4001AA_AS.fasta,Escherichia coli
572,ESC_HA8687AA_AS.fasta,Escherichia coli
573,ESC_GA9149AA_AS.fasta,Escherichia coli
574,ESC_GA4685AA_AS.fasta,Escherichia coli
575,ESC_GA6877AA_AS.fasta,Escherichia coli
576,ESC_HA8318AA_AS.fasta,Escherichia coli
577,ESC_LA5888AA_AS.fasta,Escherichia coli
578,ESC_FA5567AA_AS.fasta,Escherichia coli
579,ESC_GA5553AA_AS.fasta,Escherichia coli O145:H28 str. RM13514
580,ESC_CA5731AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
581,ESC_HA8226AA_AS.fasta,Escherichia coli KTE136
582,ESC_IA0067AA_AS.fasta,Escherichia coli
583,ESC_GA2903AA_AS.fasta,Escherichia coli O157:H7
584,ESC_GA5549AA_AS.fasta,Escherichia coli O145:H28 str. RM13514
585,ESC_IA2718AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
586,ESC_GA0463AA_AS.fasta,Escherichia coli
587,ESC_CA2121AA_AS.fasta,Escherichia coli
588,ESC_HA2714AA_AS.fasta,Escherichia coli
589,ESC_HA8804AA_AS.fasta,Escherichia coli
590,ESC_GA8815AA_AS.fasta,Escherichia coli
591,ESC_GA6669AA_AS.fasta,Escherichia coli 3-475-03_S4_C1
592,ESC_LA5735AA_AS.fasta,Escherichia coli
593,ESC_GA9312AA_AS.fasta,Escherichia coli
594,ESC_GA3685AA_AS.fasta,Escherichia coli
595,ESC_HA8117AA_AS.fasta,Escherichia coli 2-177-06_S4_C1
596,ESC_AA9657AA_AS.fasta,Escherichia coli
597,ESC_HA0351AA_AS.fasta,Escherichia coli
598,ESC_GA9113AA_AS.fasta,Escherichia coli
599,ESC_CA5810AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
600,ESC_HA5866AA_AS.fasta,Escherichia coli
601,ESC_HA8604AA_AS.fasta,Escherichia coli DEC7C
602,ESC_GA9215AA_AS.fasta,Escherichia coli
603,ESC_HA8200AA_AS.fasta,Escherichia coli
604,ESC_HA2532AA_AS.fasta,Escherichia coli
605,ESC_HA0144AA_AS.fasta,Escherichia coli 3-267-03_S1_C2
606,ESC_LA5885AA_AS.fasta,Escherichia coli
607,ESC_BA7559AA_AS.fasta,Escherichia coli EC1869
608,ESC_GA2897AA_AS.fasta,Escherichia coli
609,ESC_HA8543AA_AS.fasta,Escherichia coli KTE195
610,ESC_HA4966AA_AS.fasta,Escherichia coli O157:H7
611,ESC_BA8479AA_AS.fasta,Escherichia coli
612,ESC_HA8244AA_AS.fasta,Escherichia coli
613,ESC_HA8376AA_AS.fasta,Escherichia coli C87_11
614,ESC_CA0972AA_AS.fasta,Escherichia coli
615,ESC_FA6819AA_AS.fasta,Escherichia coli 7-233-03_S4_C2
616,ESC_GA9103AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
617,ESC_HA8472AA_AS.fasta,Escherichia coli
618,ESC_IA1247AA_AS.fasta,Escherichia coli
619,ESC_HA8460AA_AS.fasta,Escherichia coli UMEA 3176-1
620,ESC_OA0083AA_AS.fasta,Escherichia coli NE1487
621,ESC_OA0182AA_AS.fasta,Escherichia coli
622,ESC_IA6977AA_AS.fasta,Escherichia coli UMEA 3176-1
623,ESC_IA1448AA_AS.fasta,Escherichia coli
624,ESC_HA8803AA_AS.fasta,Escherichia coli VL2732
625,ESC_GA8501AA_AS.fasta,Escherichia coli
626,ESC_LA5484AA_AS.fasta,Escherichia coli 3.4870
627,ESC_HA5832AA_AS.fasta,Escherichia coli
628,ESC_FA7647AA_AS.fasta,Escherichia coli
629,ESC_BA2547AA_AS.fasta,Escherichia coli O121:H19 str. 2010C-4824
630,ESC_CA3533AA_AS.fasta,Escherichia coli B95
631,ESC_KA5996AA_AS.fasta,Escherichia coli
632,ESC_HA3297AA_AS.fasta,Escherichia coli
633,ESC_HA4897AA_AS.fasta,Escherichia coli O157:H7
634,ESC_HA8704AA_AS.fasta,Escherichia coli TA124
635,ESC_HA0356AA_AS.fasta,Escherichia coli
636,ESC_GA9219AA_AS.fasta,Escherichia coli UMEA 3180-1
637,ESC_IA1262AA_AS.fasta,Escherichia coli
638,ESC_HA8823AA_AS.fasta,Escherichia coli KTE48
639,ESC_MA1235AA_AS.fasta,Escherichia coli O157:H7 str. K7140
640,ESC_HA8142AA_AS.fasta,Escherichia coli
641,ESC_NA8720AA_AS.fasta,Escherichia coli 10.0869
642,ESC_MA1229AA_AS.fasta,Escherichia coli NE1487
643,ESC_HA8202AA_AS.fasta,Escherichia coli
644,ESC_FA6820AA_AS.fasta,Escherichia coli 7-233-03_S4_C2
645,ESC_HA7900AA_AS.fasta,Escherichia coli
646,ESC_HA6289AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
647,ESC_BA1223AA_AS.fasta,Escherichia coli
648,ESC_HA0298AA_AS.fasta,Escherichia coli
649,ESC_HA8094AA_AS.fasta,Escherichia coli ATCC 8739
650,ESC_HA2000AA_AS.fasta,Escherichia coli
651,ESC_IA1151AA_AS.fasta,Escherichia coli C354_03B
652,ESC_FA7774AA_AS.fasta,Escherichia coli
653,ESC_LA5814AA_AS.fasta,Escherichia coli
654,ESC_GA8989AA_AS.fasta,Escherichia coli M919
655,ESC_HA6228AA_AS.fasta,Escherichia coli PA33
656,ESC_GA8797AA_AS.fasta,Escherichia coli
657,ESC_LA5784AA_AS.fasta,Escherichia coli ETEC H10407
658,ESC_BA0713AA_AS.fasta,Escherichia coli
659,ESC_HA0130AA_AS.fasta,Escherichia coli M718
660,ESC_IA1202AA_AS.fasta,Escherichia coli C354_03B
661,ESC_CA2318AA_AS.fasta,Escherichia coli
662,ESC_GA9259AA_AS.fasta,Escherichia coli HVH 92 (4-5930790)
663,ESC_BA8432AA_AS.fasta,Escherichia coli
664,ESC_HA4827AA_AS.fasta,Escherichia coli O157:H7
665,ESC_MA3599AA_AS.fasta,Escherichia coli
666,ESC_HA7779AA_AS.fasta,Escherichia coli 95.0941
667,ESC_BA2188AA_AS.fasta,Escherichia coli
668,ESC_CA1620AA_AS.fasta,Escherichia coli O26:H11 str. CVM10030
669,ESC_HA0163AA_AS.fasta,Escherichia coli O121:H7 str. 2009C-3299
670,ESC_HA4970AA_AS.fasta,Escherichia coli O157:H7
671,ESC_HA8095AA_AS.fasta,Escherichia coli
672,ESC_HA1827AA_AS.fasta,Escherichia coli
673,ESC_HA9295AA_AS.fasta,Escherichia coli O26:H11 str. CVM10021
674,ESC_GA8813AA_AS.fasta,Escherichia coli
675,ESC_GA7281AA_AS.fasta,Escherichia coli TW10119
676,ESC_MA3597AA_AS.fasta,Escherichia coli C751_03
677,ESC_HA4958AA_AS.fasta,Escherichia coli O157:H7
678,ESC_GA6615AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
679,ESC_LA1427AA_AS.fasta,Escherichia coli
680,ESC_KA6016AA_AS.fasta,Escherichia coli
681,ESC_FA7485AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
682,ESC_HA7757AA_AS.fasta,Escherichia coli
683,ESC_GA9242AA_AS.fasta,Escherichia coli 99.0741
684,ESC_HA7758AA_AS.fasta,Escherichia coli M718
685,ESC_HA8431AA_AS.fasta,Escherichia coli
686,ESC_IA0051AA_AS.fasta,Escherichia coli
687,ESC_CA4155AA_AS.fasta,Escherichia coli
688,ESC_GA8855AA_AS.fasta,Escherichia coli UMEA 3201-1
689,ESC_GA1525AA_AS.fasta,Escherichia coli ATCC BAA-2193
690,ESC_HA7776AA_AS.fasta,Escherichia coli 2-427-07_S1_C1
691,ESC_IA1478AA_AS.fasta,Escherichia coli
692,ESC_HA4818AA_AS.fasta,Escherichia coli PA5
693,ESC_GA9002AA_AS.fasta,Escherichia coli
694,ESC_FA6854AA_AS.fasta,Escherichia coli
695,ESC_BA8032AA_AS.fasta,Escherichia coli
696,ESC_KA7810AA_AS.fasta,Escherichia coli O157:H7
697,ESC_GA6608AA_AS.fasta,Escherichia coli O111:NM str. 03-3484
698,ESC_BA4857AA_AS.fasta,Escherichia coli O26:H11 str. 2010C-4430
699,ESC_BA4450AA_AS.fasta,Escherichia coli B95
700,ESC_HA1807AA_AS.fasta,Escherichia coli 6-537-08_S1_C1
701,ESC_HA6842AA_AS.fasta,Escherichia coli O111:NM str. 2010C-4746
702,ESC_HA8208AA_AS.fasta,Escherichia coli
703,ESC_GA8804AA_AS.fasta,Escherichia coli STEC_EH250
704,ESC_GA3675AA_AS.fasta,Escherichia coli
705,ESC_NA9523AA_AS.fasta,Escherichia coli PA25
706,ESC_FA7422AA_AS.fasta,Escherichia coli ATCC BAA-2215
707,ESC_CA5440AA_AS.fasta,Escherichia coli ONT:H33 str. C48/93
708,ESC_NA9544AA_AS.fasta,Escherichia coli O157:H7 str. F7384
709,ESC_GA9313AA_AS.fasta,Escherichia coli HVH 92 (4-5930790)
710,ESC_FA6884AA_AS.fasta,Escherichia coli
711,ESC_CA5950AA_AS.fasta,Escherichia coli
712,ESC_IA0614AA_AS.fasta,Escherichia coli 8.0566
713,ESC_BA3022AA_AS.fasta,Escherichia coli TW10119
714,ESC_HA8626AA_AS.fasta,Escherichia coli
715,ESC_HA7490AA_AS.fasta,Escherichia coli B95
716,ESC_HA8724AA_AS.fasta,Escherichia coli 6-537-08_S3_C1
717,ESC_HA8156AA_AS.fasta,Escherichia coli KTE222
718,ESC_HA8334AA_AS.fasta,Escherichia coli KTE222
719,ESC_GA9118AA_AS.fasta,Escherichia coli
720,ESC_FA7646AA_AS.fasta,Escherichia coli
721,ESC_HA8815AA_AS.fasta,Escherichia coli UMEA 3124-1
722,ESC_LA5897AA_AS.fasta,Escherichia coli
723,ESC_HA6424AA_AS.fasta,Escherichia coli
724,ESC_PA1953AA_AS.fasta,Escherichia coli
725,ESC_IA1504AA_AS.fasta,Escherichia coli
726,ESC_BA7546AA_AS.fasta,Escherichia coli
727,ESC_HA8245AA_AS.fasta,Escherichia coli KTE101
728,ESC_GA3671AA_AS.fasta,Escherichia coli
729,ESC_IA0102AA_AS.fasta,Escherichia coli
730,ESC_GA6790AA_AS.fasta,Escherichia coli
731,ESC_CA0105AA_AS.fasta,Escherichia coli
732,ESC_FA5566AA_AS.fasta,Escherichia coli
733,ESC_OA5489AA_AS.fasta,Escherichia coli PA25
734,ESC_GA8853AA_AS.fasta,Escherichia coli 1047
735,ESC_HA8746AA_AS.fasta,Escherichia coli KD1
736,ESC_GA6614AA_AS.fasta,Escherichia coli 2534-86
737,ESC_IA1231AA_AS.fasta,Escherichia coli
738,ESC_LA6591AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
739,ESC_HA8150AA_AS.fasta,Escherichia coli
740,ESC_BA2459AA_AS.fasta,Escherichia coli O157:H7 str. 2010C-4979C1
741,ESC_KA1842AA_AS.fasta,Escherichia coli NE1487
742,ESC_BA2672AA_AS.fasta,Escherichia coli
743,ESC_GA9218AA_AS.fasta,Escherichia coli C78_09C
744,ESC_IA8267AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
745,ESC_KA5981AA_AS.fasta,Escherichia coli
746,ESC_GA8930AA_AS.fasta,Escherichia coli
747,ESC_BA2385AA_AS.fasta,Escherichia coli O157
748,ESC_HA1830AA_AS.fasta,Escherichia coli O103:H11 str. 04-3023
749,ESC_IA1160AA_AS.fasta,Escherichia coli
750,ESC_BA2497AA_AS.fasta,Escherichia coli
751,ESC_GA9081AA_AS.fasta,Escherichia coli
752,ESC_BA4170AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
753,ESC_GA9213AA_AS.fasta,Escherichia coli O104:H4 str. 2009EL-2050
754,ESC_IA6402AA_AS.fasta,Escherichia coli HVH 18 (4-8589585)
755,ESC_GA8951AA_AS.fasta,Escherichia coli
756,ESC_BA9709AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
757,ESC_LA1428AA_AS.fasta,Escherichia coli
758,ESC_GA6856AA_AS.fasta,Escherichia coli UMEA 3671-1
759,ESC_FA6829AA_AS.fasta,Escherichia coli 2.4168
760,ESC_HA0138AA_AS.fasta,Escherichia coli 2-316-03_S3_C2
761,ESC_FA6845AA_AS.fasta,Escherichia coli 1-392-07_S4_C2
762,ESC_KA2295AA_AS.fasta,Escherichia coli 95.0943
763,ESC_BA2728AA_AS.fasta,Escherichia coli
764,ESC_NA8579AA_AS.fasta,Escherichia coli
765,ESC_FA6868AA_AS.fasta,Escherichia coli
766,ESC_GA6869AA_AS.fasta,Escherichia coli
767,ESC_MA3447AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
768,ESC_OA0064AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
769,ESC_HA7959AA_AS.fasta,Escherichia coli C418_89
770,ESC_IA7102AA_AS.fasta,Escherichia coli
771,ESC_GA2774AA_AS.fasta,Escherichia coli
772,ESC_NA9508AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
773,ESC_KA5967AA_AS.fasta,Escherichia coli
774,ESC_LA4794AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
775,ESC_IA8196AA_AS.fasta,Escherichia coli 96.0427
776,ESC_GA8971AA_AS.fasta,Escherichia coli
777,ESC_HA5860AA_AS.fasta,Escherichia coli
778,ESC_IA0098AA_AS.fasta,Escherichia coli
779,ESC_BA7849AA_AS.fasta,Escherichia coli
780,ESC_GA3657AA_AS.fasta,Escherichia coli
781,ESC_GA3995AA_AS.fasta,Escherichia coli TW07793
782,ESC_HA7507AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
783,ESC_GA8914AA_AS.fasta,Escherichia coli
784,ESC_AA9366AA_AS.fasta,Escherichia coli
785,ESC_IA1253AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
786,ESC_HA7942AA_AS.fasta,Escherichia coli
787,ESC_GA9329AA_AS.fasta,Escherichia coli
788,ESC_GA9078AA_AS.fasta,Escherichia coli 2-177-06_S4_C3
789,ESC_IA1269AA_AS.fasta,Escherichia coli
790,ESC_HA6106AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
791,ESC_HA8506AA_AS.fasta,Escherichia coli 1-250-04_S1_C3
792,ESC_IA8208AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
793,ESC_GA9109AA_AS.fasta,Escherichia coli KTE219
794,ESC_HA4869AA_AS.fasta,Escherichia coli PA5
795,ESC_NA3058AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
796,ESC_HA2119AA_AS.fasta,Escherichia coli
797,ESC_FA8179AA_AS.fasta,Escherichia coli
798,ESC_LA6458AA_AS.fasta,Escherichia coli
799,ESC_LA5914AA_AS.fasta,Escherichia coli
800,ESC_GA9309AA_AS.fasta,Escherichia coli
801,ESC_LA1435AA_AS.fasta,Escherichia coli
802,ESC_HA6279AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
803,ESC_LA5514AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
804,ESC_LA1456AA_AS.fasta,Escherichia coli O26:H11 str. CVM10026
805,ESC_GA8795AA_AS.fasta,Escherichia coli
806,ESC_GA0440AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
807,ESC_HA0135AA_AS.fasta,Escherichia coli KTE77
808,ESC_BA6488AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
809,ESC_HA8098AA_AS.fasta,Escherichia coli
810,ESC_HA6105AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
811,ESC_IA8168AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
812,ESC_HA8366AA_AS.fasta,Escherichia coli 3-475-03_S4_C1
813,ESC_KA2130AA_AS.fasta,Escherichia coli
814,ESC_HA9966AA_AS.fasta,Escherichia coli
815,ESC_BA6698AA_AS.fasta,Escherichia coli
816,ESC_CA3178AA_AS.fasta,Escherichia coli TW07945
817,ESC_HA0305AA_AS.fasta,Escherichia coli
818,ESC_JA0904AA_AS.fasta,Escherichia coli
819,ESC_KA6017AA_AS.fasta,Escherichia coli
820,ESC_CA3696AA_AS.fasta,Escherichia coli
821,ESC_HA1810AA_AS.fasta,Escherichia coli ATCC 8739
822,ESC_GA9321AA_AS.fasta,Escherichia coli
823,ESC_KA5684AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
824,ESC_GA3639AA_AS.fasta,Escherichia coli
825,ESC_BA9498AA_AS.fasta,Escherichia coli B7-1
826,ESC_LA6461AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
827,ESC_IA1146AA_AS.fasta,Escherichia coli C354_03B
828,ESC_GA2920AA_AS.fasta,Escherichia coli O157:H7 str. K7140
829,ESC_OA5503AA_AS.fasta,Escherichia coli PA5
830,ESC_GA9376AA_AS.fasta,Escherichia coli C2139_99
831,ESC_BA2671AA_AS.fasta,Escherichia coli
832,ESC_GA8980AA_AS.fasta,Escherichia coli
833,ESC_HA7910AA_AS.fasta,Escherichia coli
834,ESC_IA1201AA_AS.fasta,Escherichia coli
835,ESC_HA7289AA_AS.fasta,Escherichia coli IAI1
836,ESC_GA9003AA_AS.fasta,Escherichia coli
837,ESC_HA4885AA_AS.fasta,Escherichia coli O157:H7
838,ESC_HA8996AA_AS.fasta,Escherichia coli
839,ESC_IA0728AA_AS.fasta,Escherichia coli
840,ESC_GA8957AA_AS.fasta,Shigella sp. FC569
841,ESC_HA8348AA_AS.fasta,Escherichia coli 6-537-08_S1_C1
842,ESC_KA2313AA_AS.fasta,Escherichia coli O157:H7 str. EC4076
843,ESC_NA8315AA_AS.fasta,Escherichia coli
844,ESC_BA5097AA_AS.fasta,Escherichia coli O157
845,ESC_KA6818AA_AS.fasta,Escherichia coli
846,ESC_GA9228AA_AS.fasta,Escherichia coli 3-475-03_S1_C2
847,ESC_IA8091AA_AS.fasta,Escherichia coli
848,ESC_CA2666AA_AS.fasta,Escherichia coli TW10246
849,ESC_HA8988AA_AS.fasta,Escherichia coli
850,ESC_IA1663AA_AS.fasta,Escherichia coli
851,ESC_HA3951AA_AS.fasta,Escherichia coli O111:H8 str. 2009EL-2169
852,ESC_HA8197AA_AS.fasta,Escherichia coli 2-316-03_S3_C2
853,ESC_HA9917AA_AS.fasta,Escherichia coli
854,ESC_HA4416AA_AS.fasta,Escherichia coli
855,ESC_CA5636AA_AS.fasta,Escherichia coli EC1845
856,ESC_GA6491AA_AS.fasta,Escherichia coli
857,ESC_BA1948AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
858,ESC_HA8090AA_AS.fasta,Escherichia coli
859,ESC_NA9498AA_AS.fasta,Escherichia coli NE1487
